"Country or Area","Year","Item","Value"
"Republic of Korea","1996","General government final consumption expenditure","50998600000000"
"Republic of Korea","1996","Gross capital formation","193510700000000"
"Republic of Korea","1996","Gross fixed capital formation (including Acquisitions less disposals of valuables)","184057700000000"
"Republic of Korea","1996","Changes in inventories","9453000000000"
"Republic of Korea","1996","Exports of goods and services","121740700000000"
"Republic of Korea","1996","Imports of goods and services","136711800000000"
"Republic of Korea","1996","Gross Domestic Product (GDP)","490850900000000"
"Republic of Korea","1995","Final consumption expenditure","270940400000000"
"Republic of Korea","1995","Household consumption expenditure (including Non-profit institutions serving households)","227069500000000"
"Republic of Korea","1995","General government final consumption expenditure","43870900000000"
"Republic of Korea","1995","Gross capital formation","170204900000000"
"Republic of Korea","1995","Gross fixed capital formation (including Acquisitions less disposals of valuables)","162200900000000"
"Republic of Korea","1995","Changes in inventories","8004000000000"
"Republic of Korea","1995","Exports of goods and services","112412100000000"
"Republic of Korea","1995","Imports of goods and services","116849800000000"
"Republic of Korea","1995","Gross Domestic Product (GDP)","436988800000000"
"Republic of Korea","1994","Final consumption expenditure","231046700000000"
"Republic of Korea","1994","Household consumption expenditure (including Non-profit institutions serving households)","192771200000000"
"Republic of Korea","1994","General government final consumption expenditure","38275500000000"
"Republic of Korea","1994","Gross capital formation","143456900000000"
"Republic of Korea","1994","Gross fixed capital formation (including Acquisitions less disposals of valuables)","135604000000000"
"Republic of Korea","1994","Changes in inventories","7852900000000"
"Republic of Korea","1994","Exports of goods and services","89662300000000"
"Republic of Korea","1994","Imports of goods and services","91615300000000"
"Republic of Korea","1994","Gross Domestic Product (GDP)","372493400000000"
"Republic of Korea","1993","Final consumption expenditure","194983200000000"
"Republic of Korea","1993","Household consumption expenditure (including Non-profit institutions serving households)","161104500000000"
"Republic of Korea","1993","General government final consumption expenditure","33878700000000"
"Republic of Korea","1993","Gross capital formation","118679300000000"
"Republic of Korea","1993","Gross fixed capital formation (including Acquisitions less disposals of valuables)","114783900000000"
"Republic of Korea","1993","Changes in inventories","3895400000000"
"Republic of Korea","1993","Exports of goods and services","74611200000000"
"Republic of Korea","1993","Imports of goods and services","73267700000000"
"Republic of Korea","1993","Gross Domestic Product (GDP)","315181300000000"
"Republic of Korea","1992","Final consumption expenditure","172042900000000"
"Republic of Korea","1992","Household consumption expenditure (including Non-profit institutions serving households)","141345300000000"
"Republic of Korea","1992","General government final consumption expenditure","30697600000000"
"Republic of Korea","1992","Gross capital formation","107514700000000"
"Republic of Korea","1992","Gross fixed capital formation (including Acquisitions less disposals of valuables)","102710900000000"
"Republic of Korea","1992","Changes in inventories","4803800000000"
"Republic of Korea","1992","Exports of goods and services","66810700000000"
"Republic of Korea","1992","Imports of goods and services","68516600000000"
"Republic of Korea","1992","Gross Domestic Product (GDP)","277540800000000"
"Republic of Korea","1991","Final consumption expenditure","148118200000000"
"Republic of Korea","1991","Household consumption expenditure (including Non-profit institutions serving households)","122044700000000"
"Republic of Korea","1991","General government final consumption expenditure","26073500000000"
"Republic of Korea","1991","Gross capital formation","99984700000000"
"Republic of Korea","1991","Gross fixed capital formation (including Acquisitions less disposals of valuables)","94479300000000"
"Republic of Korea","1991","Changes in inventories","5505400000000"
"Republic of Korea","1991","Exports of goods and services","57653700000000"
"Republic of Korea","1991","Imports of goods and services","63162700000000"
"Republic of Korea","1991","Gross Domestic Product (GDP)","242481100000000"
"Republic of Korea","1990","Final consumption expenditure","122745600000000"
"Republic of Korea","1990","Household consumption expenditure (including Non-profit institutions serving households)","100737400000000"
"Republic of Korea","1990","General government final consumption expenditure","22008200000000"
"Republic of Korea","1990","Gross capital formation","79326100000000"
"Republic of Korea","1990","Gross fixed capital formation (including Acquisitions less disposals of valuables)","74874000000000"
"Republic of Korea","1990","Changes in inventories","4452100000000"
"Republic of Korea","1990","Exports of goods and services","50127700000000"
"Republic of Korea","1990","Imports of goods and services","51655200000000"
"Republic of Korea","1990","Gross Domestic Product (GDP)","200556200000000"
"Republic of Korea","1989","Final consumption expenditure","101732600000000"
"Republic of Korea","1989","Household consumption expenditure (including Non-profit institutions serving households)","83899500000000"
"Republic of Korea","1989","General government final consumption expenditure","17833100000000"
"Republic of Korea","1989","Gross capital formation","60875900000000"
"Republic of Korea","1989","Gross fixed capital formation (including Acquisitions less disposals of valuables)","54178500000000"
"Republic of Korea","1989","Changes in inventories","6697400000000"
"Republic of Korea","1989","Exports of goods and services","45361000000000"
"Republic of Korea","1989","Imports of goods and services","42370800000000"
"Republic of Korea","1989","Gross Domestic Product (GDP)","165801800000000"
"Republic of Korea","1988","Final consumption expenditure","85837700000000"
"Republic of Korea","1988","Household consumption expenditure (including Non-profit institutions serving households)","71362200000000"
"Republic of Korea","1988","General government final consumption expenditure","14475500000000"
"Republic of Korea","1988","Gross capital formation","50829100000000"
